Farbe,Anzahl
"(77, 85, 122)",38
"(77, 85, 124)",36
"(77, 85, 131)",31
"(77, 85, 132)",24
"(77, 85, 134)",16
"(77, 86, 33)",1
"(77, 86, 39)",18
"(77, 86, 41)",64
"(77, 86, 43)",177
"(77, 86, 55)",487
"(77, 86, 57)",1430
"(77, 86, 59)",3979
"(77, 86, 65)",6629
"(77, 86, 67)",4776
"(77, 86, 69)",1952
"(77, 86, 81)",92
"(77, 86, 83)",92
"(77, 86, 85)",337
"(77, 86, 91)",303
"(77, 86, 93)",3180
"(77, 86, 95)",1917
"(77, 86, 101)",1189
"(77, 86, 103)",1564
"(77, 86, 115)",195
"(77, 86, 117)",113
"(77, 86, 119)",86
"(77, 86, 125)",59
"(77, 86, 127)",55
"(77, 86, 129)",35
"(77, 86, 141)",1
"(77, 86, 143)",1
"(77, 87, 35)",1
"(77, 87, 37)",3
"(77, 87, 50)",94
"(77, 87, 52)",194
"(77, 87, 53)",273
"(77, 87, 60)",1550
"(77, 87, 62)",4453
"(77, 87, 63)",6140
"(77, 87, 76)",71
"(77, 87, 78)",38
"(77, 87, 79)",44
"(77, 87, 86)",54
"(77, 87, 88)",75
"(77, 87, 89)",83
"(77, 87, 96)",3008
"(77, 87, 97)",2242
"(77, 87, 99)",1063
"(77, 87, 112)",430
"(77, 87, 114)",273
"(77, 87, 122)",113
"(77, 87, 123)",84
"(77, 87, 136)",28
"(77, 87, 138)",12
"(77, 87, 140)",7
"(77, 88, 45)",14
"(77, 88, 46)",42
"(77, 88, 48)",63
"(77, 88, 54)",98
"(77, 88, 56)",190
"(77, 88, 58)",452
"(77, 88, 71)",482
"(77, 88, 72)",115
"(77, 88, 74)",40
"(77, 88, 80)",19
"(77, 88, 82)",24
"(77, 88, 84)",24
"(77, 88, 90)",28
"(77, 88, 92)",297
"(77, 88, 94)",1770
"(77, 88, 106)",1168
"(77, 88, 108)",641
"(77, 88, 110)",553
"(77, 88, 116)",361
"(77, 88, 118)",249
"(77, 88, 120)",200
"(77, 88, 133)",86
"(77, 88, 134)",56
"(77, 88, 142)",11
"(77, 88, 144)",5
"(77, 89, 41)",3
"(77, 89, 43)",6
"(77, 89, 49)",25
"(77, 89, 51)",29
"(77, 89, 53)",61
"(77, 89, 65)",1597
"(77, 89, 67)",1628
"(77, 89, 69)",591
"(77, 89, 75)",18
"(77, 89, 77)",35
"(77, 89, 79)",19
"(77, 89, 85)",8
"(77, 89, 87)",13
"(77, 89, 89)",19
"(77, 89, 101)",551
"(77, 89, 103)",397
"(77, 89, 105)",618
"(77, 89, 111)",686
"(77, 89, 113)",596
"(77, 89, 115)",499
"(77, 89, 127)",128
"(77, 89, 129)",103
"(77, 89, 131)",92
"(77, 89, 137)",64
"(77, 89, 139)",25
"(77, 89, 141)",10
"(77, 89, 147)",2
"(77, 90, 37)",2
"(77, 90, 44)",3
"(77, 90, 46)",1
"(77, 90, 47)",10
"(77, 90, 60)",167
"(77, 90, 62)",449
"(77, 90, 64)",717
"(77, 90, 70)",166
"(77, 90, 72)",143
"(77, 90, 73)",31
"(77, 90, 80)",14
"(77, 90, 81)",8
"(77, 90, 83)",4
"(77, 90, 96)",94
"(77, 90, 98)",456
"(77, 90, 99)",903
"(77, 90, 106)",381
"(77, 90, 107)",593
"(77, 90, 109)",638
"(77, 90, 122)",309
"(77, 90, 124)",216
"(77, 90, 125)",159
"(77, 90, 132)",150
"(77, 90, 134)",109
"(77, 90, 135)",85
"(77, 90, 142)",17
"(77, 90, 143)",8
"(77, 90, 145)",8
"(77, 91, 42)",1
"(77, 91, 55)",33
"(77, 91, 56)",24
"(77, 91, 58)",63
"(77, 91, 65)",145
"(77, 91, 66)",287
"(77, 91, 68)",325
"(77, 91, 74)",13
"(77, 91, 76)",8
"(77, 91, 78)",5
"(77, 91, 91)",4
"(77, 91, 92)",6
"(77, 91, 94)",19
"(77, 91, 100)",311
"(77, 91, 102)",265
"(77, 91, 104)",272
"(77, 91, 117)",747
"(77, 91, 118)",639
"(77, 91, 120)",433
"(77, 91, 126)",255
"(77, 91, 128)",214
"(77, 91, 130)",169
"(77, 91, 136)",141
"(77, 91, 138)",91
"(77, 91, 140)",52
"(77, 92, 49)",3
"(77, 92, 51)",4
"(77, 92, 53)",12
"(77, 92, 59)",19
"(77, 92, 61)",66
"(77, 92, 63)",95
"(77, 92, 69)",60
"(77, 92, 71)",49
"(77, 92, 73)",25
"(77, 92, 85)",15
"(77, 92, 87)",6
"(77, 92, 89)",8
"(77, 92, 95)",2
"(77, 92, 97)",13
"(77, 92, 99)",91
"(77, 92, 111)",665
"(77, 92, 113)",860
"(77, 92, 115)",894
"(77, 92, 121)",808
"(77, 92, 123)",550
"(77, 92, 125)",357
"(77, 92, 131)",233
"(77, 92, 133)",222
"(77, 92, 135)",193
"(77, 92, 147)",6
"(77, 92, 149)",2
"(77, 93, 48)",1
"(77, 93, 54)",16
"(77, 93, 56)",13
"(77, 93, 57)",13
"(77, 93, 64)",15
"(77, 93, 66)",33
"(77, 93, 67)",32
"(77, 93, 80)",10
"(77, 93, 83)",4
"(77, 93, 90)",1
"(77, 93, 93)",1
"(77, 93, 106)",128
"(77, 93, 108)",273
"(77, 93, 109)",458
"(77, 93, 116)",986
"(77, 93, 118)",1084
"(77, 93, 119)",987
"(77, 93, 126)",747
"(77, 93, 127)",478
"(77, 93, 129)",341
"(77, 93, 142)",39
"(77, 93, 144)",24
"(77, 93, 145)",7
"(77, 94, 52)",3
"(77, 94, 58)",18
"(77, 94, 60)",15
"(77, 94, 62)",30
"(77, 94, 75)",5
"(77, 94, 78)",1
"(77, 94, 86)",4
"(77, 94, 88)",2
"(77, 94, 101)",13
"(77, 94, 102)",50
"(77, 94, 104)",75
"(77, 94, 110)",306
"(77, 94, 112)",550
"(77, 94, 114)",785
"(77, 94, 120)",1384
"(77, 94, 122)",1244
"(77, 94, 124)",1017
"(77, 94, 137)",309
"(77, 94, 138)",217
"(77, 94, 140)",98
"(77, 94, 146)",6
"(77, 94, 148)",2
"(77, 95, 47)",2
"(77, 95, 53)",5
"(77, 95, 55)",9
"(77, 95, 57)",23
"(77, 95, 69)",6
"(77, 95, 71)",5
"(77, 95, 73)",7
"(77, 95, 79)",1
"(77, 95, 81)",12
"(77, 95, 83)",2
"(77, 95, 97)",1
"(77, 95, 99)",1
"(77, 95, 105)",35
"(77, 95, 107)",51
"(77, 95, 109)",132
"(77, 95, 115)",689
"(77, 95, 117)",986
"(77, 95, 119)",1324
"(77, 95, 131)",842
"(77, 95, 133)",543
"(77, 95, 135)",442
"(77, 95, 141)",174
"(77, 95, 143)",92
"(77, 95, 145)",22
"(77, 96, 64)",3
"(77, 96, 66)",1
"(77, 96, 68)",10
"(77, 96, 74)",3
"(77, 96, 76)",2
"(77, 96, 92)",2
"(77, 96, 100)",3
"(77, 96, 102)",3
"(77, 96, 103)",10
"(77, 96, 110)",87
"(77, 96, 111)",224
"(77, 96, 113)",399
"(77, 96, 126)",2051
"(77, 96, 128)",1622
"(77, 96, 129)",1375
"(77, 96, 136)",665
"(77, 96, 138)",417
"(77, 96, 139)",315
"(77, 96, 152)",1
"(77, 97, 44)",2
"(77, 97, 46)",2
"(77, 97, 60)",8
"(77, 97, 62)",1
"(77, 97, 72)",2
"(77, 97, 85)",1
"(77, 97, 86)",4
"(77, 97, 88)",7
"(77, 97, 98)",1
"(77, 97, 104)",7
"(77, 97, 106)",11
"(77, 97, 108)",31
"(77, 97, 121)",1758
"(77, 97, 122)",2108
"(77, 97, 124)",2173
"(77, 97, 130)",2103
"(77, 97, 132)",1626
"(77, 97, 134)",1146
"(77, 97, 147)",22
"(77, 97, 148)",4
"(77, 97, 150)",2
"(77, 98, 55)",3
"(77, 98, 57)",9
"(77, 98, 59)",12
"(77, 98, 65)",2
"(77, 98, 67)",2
"(77, 98, 83)",2
"(77, 98, 89)",8
"(77, 98, 101)",1
"(77, 98, 115)",345
"(77, 98, 117)",666
"(77, 98, 119)",1204
"(77, 98, 125)",2517
"(77, 98, 127)",2881
"(77, 98, 129)",2617
"(77, 98, 141)",397
"(77, 98, 143)",165
"(77, 98, 145)",62
"(77, 98, 151)",2
"(77, 98, 153)",1
"(77, 99, 50)",1
"(77, 99, 60)",3
"(77, 99, 61)",1
"(77, 99, 87)",5
"(77, 99, 110)",22
"(77, 99, 112)",65
"(77, 99, 113)",157
"(77, 99, 120)",838
"(77, 99, 122)",1431
"(77, 99, 123)",2214
"(77, 99, 136)",1978
"(77, 99, 138)",1350
"(77, 99, 140)",742
"(77, 99, 146)",54
"(77, 99, 148)",18
"(77, 99, 149)",2
"(77, 100, 48)",1
"(77, 100, 56)",1
"(77, 100, 58)",3
"(77, 100, 82)",1
"(77, 100, 106)",3
"(77, 100, 108)",10
"(77, 100, 114)",71
"(77, 100, 116)",194
"(77, 100, 118)",444
"(77, 100, 131)",2934
"(77, 100, 132)",2553
"(77, 100, 134)",2204
"(77, 100, 141)",867
"(77, 100, 142)",437
"(77, 100, 144)",171
"(77, 100, 150)",1
"(77, 100, 152)",1
"(77, 100, 154)",3
"(77, 101, 88)",2
"(77, 101, 101)",1
"(77, 101, 105)",4
"(77, 101, 111)",11
"(77, 101, 113)",22
"(77, 101, 125)",1566
"(77, 101, 127)",2189
"(77, 101, 129)",2583
"(77, 101, 135)",2416
"(77, 101, 137)",2313
"(77, 101, 139)",1682
"(77, 101, 145)",147
"(77, 101, 147)",55
"(77, 101, 149)",13
"(77, 102, 106)",2
"(77, 102, 107)",3
"(77, 102, 109)",5
"(77, 102, 122)",485
"(77, 102, 124)",920
"(77, 102, 132)",2559
"(77, 102, 133)",2570
"(77, 102, 142)",880
"(77, 102, 143)",388
"(77, 103, 58)",1
"(77, 103, 100)",1
"(77, 103, 116)",26
"(77, 103, 118)",119
"(77, 103, 120)",229
"(77, 103, 126)",764
"(77, 103, 128)",1302
"(77, 103, 130)",1935
"(77, 103, 136)",2157
"(77, 103, 138)",2179
"(77, 103, 140)",1655
"(77, 103, 154)",1
"(77, 104, 111)",4
"(77, 104, 113)",7
"(77, 104, 115)",23
"(77, 104, 121)",108
"(77, 104, 123)",245
"(77, 104, 125)",417
"(77, 104, 131)",1056
"(77, 104, 133)",1620
"(77, 104, 134)",2045
"(77, 104, 147)",71
"(77, 104, 149)",14
"(77, 104, 151)",7
"(77, 105, 108)",1
"(77, 105, 109)",2
"(77, 105, 116)",10
"(77, 105, 117)",27
"(77, 105, 119)",50
"(77, 105, 126)",177
"(77, 105, 127)",342
"(77, 105, 129)",589
"(77, 105, 142)",901
"(77, 105, 144)",431
"(77, 105, 145)",177
"(77, 105, 152)",2
"(77, 105, 153)",1
"(77, 106, 110)",1
"(77, 106, 112)",1
"(77, 106, 114)",4
"(77, 106, 120)",23
"(77, 106, 122)",35
"(77, 106, 124)",84
"(77, 106, 136)",994
"(77, 106, 138)",1189
"(77, 106, 140)",1277
"(77, 106, 146)",73
"(77, 106, 148)",38
"(77, 106, 150)",14
"(77, 107, 115)",2
"(77, 107, 117)",7
"(77, 107, 118)",12
"(77, 107, 131)",219
"(77, 107, 133)",310
"(77, 107, 135)",572
"(77, 107, 141)",686
"(77, 107, 143)",411
"(77, 107, 145)",187
"(77, 108, 111)",1
"(77, 108, 126)",53
"(77, 108, 128)",92
"(77, 108, 129)",117
"(77, 108, 136)",255
"(77, 108, 137)",360
"(77, 108, 139)",557
"(77, 108, 152)",1
"(77, 108, 154)",1
"(77, 109, 120)",7
"(77, 109, 122)",13
"(77, 109, 124)",25
"(77, 109, 130)",80
"(77, 109, 132)",93
"(77, 109, 134)",149
"(77, 109, 147)",50
"(77, 109, 148)",15
"(77, 109, 150)",10
"(77, 110, 117)",1
"(77, 110, 119)",3
"(77, 110, 125)",22
"(77, 110, 127)",41
"(77, 110, 129)",65
"(77, 110, 141)",148
"(77, 110, 143)",124
"(77, 110, 145)",86
"(77, 110, 153)",1
"(77, 111, 120)",4
"(77, 111, 121)",1
"(77, 111, 123)",14
"(77, 111, 136)",74
"(77, 111, 138)",100
"(77, 111, 139)",111
"(77, 111, 146)",20
"(77, 111, 148)",13
"(77, 111, 149)",6
"(77, 112, 116)",1
"(77, 112, 118)",1
"(77, 112, 131)",69
"(77, 112, 132)",104
"(77, 112, 134)",115
"(77, 112, 140)",24
"(77, 112, 142)",44
"(77, 112, 144)",18
"(77, 113, 125)",11
"(77, 113, 127)",14
"(77, 113, 129)",47
"(77, 113, 135)",66
"(77, 113, 137)",60
"(77, 113, 139)",40
"(77, 113, 145)",2
"(77, 113, 147)",3
"(77, 113, 149)",5
"(77, 114, 122)",3
"(77, 114, 123)",3
"(77, 114, 130)",47
"(77, 114, 132)",78
"(77, 114, 133)",89
"(77, 114, 140)",43
"(77, 114, 141)",16
"(77, 114, 143)",12
"(77, 115, 118)",1
"(77, 115, 124)",1
"(77, 115, 126)",7
"(77, 115, 128)",15
"(77, 115, 134)",95
"(77, 115, 136)",67
"(77, 115, 138)",44
"(77, 116, 121)",1
"(77, 116, 123)",2
"(77, 116, 131)",27
"(77, 116, 133)",63
"(77, 116, 147)",1
"(77, 117, 117)",2
"(77, 117, 127)",2
"(77, 117, 129)",30
"(77, 117, 142)",5
"(77, 117, 143)",1
"(77, 118, 122)",2
"(77, 118, 136)",35
"(77, 118, 138)",43
"(77, 118, 140)",14
"(77, 119, 117)",1
"(77, 119, 118)",1
"(77, 119, 131)",6
"(77, 119, 133)",31
"(77, 119, 135)",44
"(77, 119, 141)",4
"(77, 119, 143)",1
"(77, 120, 126)",2
"(77, 120, 127)",2
"(77, 120, 129)",1
"(77, 120, 136)",7
"(77, 120, 137)",27
"(77, 120, 139)",38
"(77, 121, 122)",1
"(77, 121, 124)",1
"(77, 121, 130)",1
"(77, 121, 132)",1
"(77, 122, 125)",1
"(77, 122, 127)",1
"(77, 122, 128)",1
"(77, 122, 141)",2
"(77, 122, 143)",1
"(77, 123, 121)",1
"(77, 123, 136)",1
"(77, 124, 140)",1
"(77, 124, 142)",1
"(77, 124, 144)",3
"(77, 126, 130)",1
"(77, 126, 133)",1
"(77, 126, 143)",1
"(77, 128, 131)",1
"(78, 37, 31)",1
"(78, 37, 35)",2
"(78, 38, 36)",3
"(78, 39, 32)",1
"(78, 39, 34)",1
"(78, 40, 31)",1
"(78, 40, 37)",13
"(78, 40, 39)",1
"(78, 41, 32)",1
"(78, 41, 33)",4
"(78, 41, 35)",11
"(78, 43, 37)",35
"(78, 43, 39)",27
"(78, 43, 41)",4
"(78, 44, 34)",1
"(78, 44, 35)",19
"(78, 44, 42)",8
"(78, 44, 43)",1
"(78, 44, 45)",1
"(78, 45, 36)",33
"(78, 45, 38)",59
"(78, 45, 40)",44
"(78, 46, 33)",4
"(78, 46, 35)",4
"(78, 46, 47)",3
"(78, 46, 51)",1
"(78, 46, 67)",2
"(78, 47, 42)",37
"(78, 47, 44)",19
"(78, 47, 45)",6
"(78, 47, 52)",14
"(78, 47, 53)",2
"(78, 48, 37)",14
"(78, 48, 38)",64
"(78, 48, 40)",75
"(78, 48, 46)",50
"(78, 48, 48)",13
"(78, 48, 50)",31
"(78, 49, 31)",4
"(78, 49, 33)",22
"(78, 49, 35)",63
"(78, 49, 41)",152
"(78, 49, 43)",129
"(78, 49, 45)",93
"(78, 49, 51)",32
"(78, 49, 53)",24
"(78, 49, 54)",4
"(78, 49, 69)",2
"(78, 50, 29)",1
"(78, 50, 36)",219
"(78, 50, 38)",209
"(78, 50, 39)",169
"(78, 50, 46)",181
"(78, 50, 47)",173
"(78, 50, 49)",46
"(78, 50, 65)",2
"(78, 51, 30)",3
"(78, 51, 32)",41
"(78, 51, 34)",186
"(78, 51, 40)",1536
"(78, 51, 42)",713
"(78, 51, 44)",410
"(78, 51, 68)",2
"(78, 52, 35)",624
"(78, 52, 37)",1262
"(78, 52, 39)",2992
"(78, 52, 51)",126
"(78, 52, 53)",10
"(78, 52, 55)",2
"(78, 53, 31)",15
"(78, 53, 33)",182
"(78, 53, 46)",1179
"(78, 53, 48)",342
"(78, 53, 49)",372
"(78, 53, 56)",29
"(78, 54, 30)",1
"(78, 54, 42)",8941
"(78, 54, 44)",4409
"(78, 54, 50)",4859
"(78, 54, 52)",5565
"(78, 54, 54)",1092
"(78, 54, 68)",1
"(78, 54, 70)",1
"(78, 55, 37)",1089
"(78, 55, 39)",2430
"(78, 55, 41)",5238
"(78, 55, 47)",7409
"(78, 55, 49)",5120
"(78, 55, 61)",12
"(78, 55, 71)",1
"(78, 56, 32)",1
"(78, 56, 33)",35
"(78, 56, 35)",226
"(78, 56, 42)",8767
"(78, 56, 43)",18954
"(78, 56, 45)",13706
"(78, 56, 58)",1019
"(78, 56, 59)",118
"(78, 56, 68)",1
"(78, 57, 30)",4
"(78, 57, 36)",219
"(78, 57, 38)",1183
"(78, 57, 40)",3078
"(78, 57, 52)",40488
"(78, 57, 54)",92319
"(78, 57, 56)",21556
"(78, 57, 62)",12
"(78, 58, 33)",10
"(78, 58, 34)",44
"(78, 58, 47)",35459
"(78, 58, 49)",41137
"(78, 58, 51)",46755
"(78, 58, 57)",11995
"(78, 58, 59)",2043
"(78, 58, 60)",125
"(78, 58, 67)",1
"(78, 58, 69)",1
"(78, 58, 70)",1
"(78, 59, 29)",1
"(78, 59, 42)",5004
"(78, 59, 44)",16555
"(78, 59, 45)",37783
"(78, 59, 52)",34522
"(78, 59, 53)",86150
"(78, 59, 55)",53085
"(78, 59, 61)",245
"(78, 59, 63)",29
"(78, 59, 65)",2
"(78, 60, 36)",111
"(78, 60, 38)",3414
"(78, 60, 40)",14671
"(78, 60, 46)",20646
"(78, 60, 48)",42902
"(78, 60, 50)",34742
"(78, 60, 56)",124473
"(78, 60, 58)",33030
"(78, 60, 60)",2689
"(78, 61, 33)",1
"(78, 61, 35)",10
"(78, 61, 41)",1257
"(78, 61, 43)",4347
"(78, 61, 45)",7936
"(78, 61, 51)",69330
"(78, 61, 53)",77883
"(78, 61, 54)",112229
"(78, 61, 67)",29
"(78, 61, 69)",2
"(78, 61, 71)",5
"(78, 62, 36)",7
"(78, 62, 37)",43
"(78, 62, 39)",228
"(78, 62, 46)",9450
"(78, 62, 47)",24533
"(78, 62, 49)",53099
"(78, 62, 62)",3497
"(78, 62, 63)",496
"(78, 62, 65)",67
"(78, 62, 72)",7
"(78, 63, 32)",4
"(78, 63, 34)",3
"(78, 63, 40)",267
"(78, 63, 42)",1259
"(78, 63, 44)",3087
"(78, 63, 56)",147311
"(78, 63, 58)",150787
"(78, 63, 60)",36787
"(78, 63, 66)",208
"(78, 63, 68)",192
"(78, 63, 70)",41
"(78, 64, 27)",2
"(78, 64, 29)",1
"(78, 64, 35)",2
"(78, 64, 37)",13
"(78, 64, 38)",45
"(78, 64, 51)",46918
"(78, 64, 53)",95762
"(78, 64, 55)",124416
"(78, 64, 61)",47842
"(78, 64, 63)",6018
"(78, 64, 64)",1067
"(78, 65, 30)",1
"(78, 65, 31)",6
"(78, 65, 33)",1
"(78, 65, 46)",2072
"(78, 65, 48)",8561
"(78, 65, 49)",21982
"(78, 65, 56)",118837
"(78, 65, 57)",164481
"(78, 65, 59)",174842
"(78, 65, 72)",609
"(78, 65, 74)",26
"(78, 65, 75)",5
"(78, 66, 28)",1
"(78, 66, 40)",32
"(78, 66, 42)",79
"(78, 66, 44)",411
"(78, 66, 50)",9356
"(78, 66, 52)",26662
"(78, 66, 54)",72295
"(78, 66, 66)",2733
"(78, 66, 68)",1784
"(78, 66, 70)",1234
"(78, 66, 76)",7
"(78, 67, 35)",27
"(78, 67, 37)",86
"(78, 67, 39)",50
"(78, 67, 45)",414
"(78, 67, 47)",854
"(78, 67, 49)",3345
"(78, 67, 61)",133076
"(78, 67, 63)",44727
"(78, 67, 65)",10069
"(78, 67, 71)",1881
"(78, 67, 73)",451
"(78, 67, 75)",61
"(78, 67, 81)",1
"(78, 68, 32)",5
"(78, 68, 33)",10
"(78, 68, 41)",300
"(78, 68, 43)",448
"(78, 68, 56)",79024
"(78, 68, 58)",99093
"(78, 68, 59)",124557
"(78, 68, 66)",45361
"(78, 68, 67)",40138
"(78, 68, 69)",7101
"(78, 68, 76)",275
"(78, 68, 77)",79
"(78, 68, 79)",22
"(78, 69, 30)",2
"(78, 69, 36)",255
"(78, 69, 38)",1196
"(78, 69, 40)",524
"(78, 69, 52)",6233
"(78, 69, 54)",20249
"(78, 69, 60)",103111
"(78, 69, 62)",102450
"(78, 69, 64)",65110
"(78, 69, 70)",31066
"(78, 69, 72)",5989
"(78, 69, 74)",2678
"(78, 70, 31)",17
"(78, 70, 33)",55
"(78, 70, 34)",87
"(78, 70, 47)",3428
"(78, 70, 49)",3115
"(78, 70, 51)",5941
"(78, 70, 57)",19589
"(78, 70, 59)",72579
"(78, 70, 67)",255513
"(78, 70, 68)",459958
"(78, 70, 81)",20
"(78, 70, 83)",5
"(78, 71, 42)",3683
"(78, 71, 43)",3437
"(78, 71, 45)",6593
"(78, 71, 52)",5741
"(78, 71, 53)",10468
"(78, 71, 55)",17700
"(78, 71, 61)",203206
"(78, 71, 63)",828827
"(78, 71, 65)",400473
"(78, 71, 78)",819
"(78, 71, 79)",102
"(78, 71, 87)",2
"(78, 72, 36)",642
"(78, 72, 38)",1837
"(78, 72, 40)",5045
"(78, 72, 46)",7128
"(78, 72, 48)",9754
"(78, 72, 50)",8361
"(78, 72, 56)",52524
"(78, 72, 58)",110618
"(78, 72, 60)",93751
"(78, 72, 72)",129811
"(78, 72, 74)",30578
"(78, 72, 76)",3819
"(78, 72, 82)",120
"(78, 72, 84)",35
"(78, 72, 86)",4
"(78, 73, 31)",2
"(78, 73, 33)",43
"(78, 73, 35)",307
"(78, 73, 41)",5604
"(78, 73, 43)",9018
"(78, 73, 44)",8245
"(78, 73, 51)",35375
"(78, 73, 53)",50352
"(78, 73, 54)",41828
"(78, 73, 67)",1532573
"(78, 73, 69)",1010053
"(78, 73, 70)",189959
"(78, 73, 77)",16484
"(78, 73, 79)",3036
"(78, 73, 80)",545
"(78, 73, 93)",2
"(78, 74, 29)",1
"(78, 74, 36)",614
"(78, 74, 37)",2979
"(78, 74, 39)",4821
"(78, 74, 45)",29514
"(78, 74, 47)",42937
"(78, 74, 49)",47412
"(78, 74, 62)",197026
"(78, 74, 63)",382332
"(78, 74, 65)",321924
"(78, 74, 71)",2180841
"(78, 74, 73)",484972
"(78, 74, 75)",120430
"(78, 74, 88)",192
"(78, 74, 89)",25
"(78, 74, 91)",10
"(78, 74, 99)",3
"(78, 74, 107)",3
"(78, 75, 30)",1
"(78, 75, 32)",6
"(78, 75, 34)",80
"(78, 75, 40)",18411
"(78, 75, 42)",30659
"(78, 75, 44)",34589
"(78, 75, 56)",72793
"(78, 75, 58)",96759
"(78, 75, 60)",75323
"(78, 75, 66)",1263300
"(78, 75, 68)",2295110
"(78, 75, 70)",2790807
"(78, 75, 82)",1657
"(78, 75, 84)",1077
"(78, 75, 86)",686
"(78, 75, 92)",50
"(78, 75, 94)",21
"(78, 75, 96)",6
"(78, 75, 102)",2
"(78, 75, 104)",1
"(78, 75, 106)",2
"(78, 76, 35)",740
"(78, 76, 37)",5996
"(78, 76, 38)",15259
"(78, 76, 51)",11261
"(78, 76, 53)",29131
"(78, 76, 55)",29713
"(78, 76, 61)",217313
"(78, 76, 63)",319919
"(78, 76, 64)",620964
"(78, 76, 77)",582261
"(78, 76, 79)",94882
"(78, 76, 81)",6657
"(78, 76, 87)",1080
"(78, 76, 89)",755
"(78, 76, 90)",119
"(78, 76, 97)",19
"(78, 76, 98)",9
"(78, 76, 100)",3
"(78, 76, 116)",1
"(78, 77, 31)",7
"(78, 77, 33)",74
"(78, 77, 46)",8089
"(78, 77, 47)",18753
"(78, 77, 49)",9373
"(78, 77, 56)",84386
"(78, 77, 57)",140712
"(78, 77, 59)",187532
"(78, 77, 72)",1850167
"(78, 77, 73)",1967033
"(78, 77, 75)",707384
"(78, 77, 82)",100086
"(78, 77, 83)",18051
"(78, 77, 85)",2299
"(78, 77, 91)",420
"(78, 77, 93)",169
"(78, 77, 95)",85
"(78, 77, 108)",3
"(78, 77, 109)",1
"(78, 77, 117)",2
"(78, 77, 121)",1
"(78, 78, 40)",5270
"(78, 78, 42)",15319
"(78, 78, 44)",7480
"(78, 78, 50)",30123
"(78, 78, 52)",39984
"(78, 78, 54)",56448
"(78, 78, 66)",256021
"(78, 78, 68)",571285
"(78, 78, 70)",1227580
"(78, 78, 76)",157269
"(78, 78, 78)",4849145
"(78, 78, 80)",126296
"(78, 78, 86)",15800
"(78, 78, 88)",2329
"(78, 78, 90)",1220
"(78, 78, 102)",18
"(78, 78, 104)",6
"(78, 78, 106)",5
"(78, 78, 112)",2
"(78, 78, 114)",1
"(78, 78, 116)",1
"(78, 79, 35)",144
"(78, 79, 37)",1074
"(78, 79, 39)",2078
"(78, 79, 45)",11956
"(78, 79, 47)",16353
"(78, 79, 48)",22790
"(78, 79, 61)",197608
"(78, 79, 63)",179694
"(78, 79, 65)",176344
"(78, 79, 71)",133984
"(78, 79, 73)",310039
"(78, 79, 74)",214696
"(78, 79, 81)",91161
"(78, 79, 83)",1398697
"(78, 79, 84)",494219
"(78, 79, 97)",286
"(78, 79, 99)",115
"(78, 79, 100)",35
"(78, 79, 107)",15
"(78, 79, 109)",7
"(78, 79, 110)",8
"(78, 79, 125)",1
"(78, 80, 33)",16
"(78, 80, 40)",3962
"(78, 80, 41)",7732
"(78, 80, 43)",11014
"(78, 80, 56)",190081
"(78, 80, 58)",187259
"(78, 80, 59)",201473
"(78, 80, 66)",95749
"(78, 80, 67)",64189
"(78, 80, 69)",68814
"(78, 80, 75)",21730
"(78, 80, 77)",24567
"(78, 80, 79)",49932
"(78, 80, 92)",2613
"(78, 80, 93)",1675
"(78, 80, 95)",810
"(78, 80, 101)",89
"(78, 80, 103)",49
"(78, 80, 105)",30
"(78, 80, 118)",4
"(78, 80, 119)",6
"(78, 80, 121)",1
"(78, 80, 128)",1
"(78, 80, 129)",1
"(78, 80, 137)",2
"(78, 80, 139)",1
"(78, 81, 34)",7
"(78, 81, 36)",95
"(78, 81, 38)",1153
"(78, 81, 50)",116024
"(78, 81, 52)",161052
"(78, 81, 54)",188296
"(78, 81, 60)",244990
"(78, 81, 62)",188878
"(78, 81, 64)",131755
"(78, 81, 70)",4693
"(78, 81, 72)",10312
"(78, 81, 74)",16609
"(78, 81, 86)",36973
"(78, 81, 88)",13739
"(78, 81, 90)",3880
"(78, 81, 96)",1779
"(78, 81, 98)",852
"(78, 81, 100)",303
"(78, 81, 112)",12
"(78, 81, 114)",15
"(78, 81, 116)",8
"(78, 81, 122)",7
"(78, 81, 124)",2
"(78, 81, 126)",1
"(78, 81, 132)",2
"(78, 81, 134)",2
"(78, 81, 136)",4
"(78, 82, 45)",16535
"(78, 82, 47)",37953
"(78, 82, 49)",73144
"(78, 82, 55)",367117
"(78, 82, 57)",355308
"(78, 82, 59)",293168
"(78, 82, 65)",36378
"(78, 82, 67)",21991
"(78, 82, 68)",8541
"(78, 82, 81)",11602
"(78, 82, 83)",44695
"(78, 82, 85)",264334
"(78, 82, 91)",4022
"(78, 82, 93)",3553
"(78, 82, 94)",3203
"(78, 82, 107)",68
"(78, 82, 109)",40
"(78, 82, 111)",25
"(78, 82, 117)",14
"(78, 82, 119)",9
"(78, 82, 120)",7
"(78, 82, 127)",5
"(78, 82, 129)",1
"(78, 82, 130)",1
"(78, 83, 42)",2975
"(78, 83, 43)",7578
"(78, 83, 51)",226260
"(78, 83, 53)",315140
"(78, 83, 60)",29610
"(78, 83, 61)",46662
"(78, 83, 63)",48714
"(78, 83, 76)",1155
"(78, 83, 77)",2250
"(78, 83, 79)",3524
"(78, 83, 86)",10518
"(78, 83, 87)",6756
"(78, 83, 89)",6237
